,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract,notes,doi,keywords
264,Centralized Single FPGA Real Time Zero Forcing Massive MIMO 5G Basestation Hardware and Gateware,"A Benzin, D Osterland, M Dill, ...",2020 IEEE 21st International Workshop on Signal Processing Advances in Wireless Communications (SPAWC),1948-3244,,,,2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9154248/?casa_token=EvImzLNcKCMAAAAA:PEYiLHZpykB_KQM1ZE68EuSAXXGfc8Gqt0GYX_r03mnSG0Q9RZ1tjsYGA2K-77hYjbveWQempTrS_w,In the following a massive MIMO 5G <; 6 GHz base station implementation is presented which is capable of realtime zero forcing precoding on a single central signal processing (CSP) FPGA. The built prototype is capable of simultaneously driving M = 196 separate RF ports all delivering samples to the CSP FPGA. Each RF chain's ADCs and DACs are running at 40 MSPS at full roll-out. The power consumption of the remote radio head is 1.56 W per RF port when running at a sample rate of 15.36 MSPS. The system allows for hardware-in-the-loop operation and real-time baseband signal processing with a round trip delay of 278 μs when processing 64 antennas and 8 simultaneous user streams for an 5GNR-like OFDMA system with 1024 sub-carriers and 50 resource blocks (600 used subcarriers) with a sample frequency of 15.36 MHz and a central signal processing clock of 184.32 MHz. The reciprocity calibration system runs completely internal to the system and doesn't radiate signals for the calibration procedure. Furthermore the central single-FPGA signal processing architecture allows for simplified implementation of algorithms and maintenance of the system.,,10.1109/SPAWC48557.2020.9154248,"Field programmable gate arrays , Radio frequency , Calibration , Clocks , Signal processing , Real-time systems , Hardware "
265,Real‐time multi‐GPU‐based 8KVR stitching and streaming on 5G MEC/Cloud environments,"HK Lee, GM Um, SY Lim, J Seo, M Gwak",ETRI Journal,,,,,2022,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.4218/etrij.2021-0210,"… on a local machine and the 5G multi-access edge computing (… up to 8 K 30 fps over 5G MEC/cloud networks. The proposed … Following the introduction, we describe the multi-GPU-based …",,,
266,FPGA-based radio-resource scheduler for 5G mobile in NFV environments,"Y Arikawa, T Sakamoto, S Shigematsu",IEICE Communications …,,,,,2019,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/comex/8/7/8_2019XBL0048/_article/-char/ja/,"… For implementation of the coordinated radio-resource scheduler with an FPGAbased HWA in 5G mobile systems, this paper discusses two types of functional interfaces and three types …",,,
267,Development of an FPGA-based High-Speed Wireless Communication System in the 60GHz frequency band for CERN facilities and 5G deployment,M Jaoua,,,,,,2018,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1203832,… [7] to program and communicate with the FPGA. The FPGA is programmed to generate the … which itself gets demodulated at the FPGA to find the exact sent bits as shown in figure 3.1. …,,,
268,FPGA Implementation of 5G NR Primary and Secondary Synchronization,"AR Kumar, KL Kishore",CMC …,,,,,2022,TECH SCIENCE PRESS 871 …,,,,,
269,FPGA Acceleration of 3GPP Channel Model Emulator for 5G New Radio,"NA Shah, MT Lazarescu, R Quasso, S Scarpina, ...",IEEE Access,2169-3536,10,,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9944632/,"The channel model is by far the most computing intensive part of the link level simulations of multiple-input and multiple-output (MIMO) fifth-generation new radio (5GNR) communication systems. Simulation effort further increases when using more realistic geometry-based channel models, such as the three-dimensional spatial channel model (3DSCM). Channel emulation is used for functional and performance verification of such models in the network planning phase. These models use multiple finite impulse response (FIR) filters and have a very high degree of parallelism which can be exploited for accelerated execution on Field Programmable Gate Array (FPGA) and Graphics Processing Unit (GPU) platforms. This paper proposes an efficient re-configurable implementation of the 3rd generation partnership project (3GPP) 3DSCM on FPGAs using a design flow based on high-level synthesis (HLS). It studies the effect of various HLS optimization techniques on the total latency and hardware resource utilization on Xilinx Alveo U280 and Intel Arria 10GX 1150 high-performance FPGAs, using in both cases the commercial HLS tools of the producer. The channel model accuracy is preserved using double precision floating point arithmetic. This work analyzes in detail the effort to target the FPGA platforms using HLS tools, both in terms of common parallelization effort (shared by both FPGAs), and in terms of platform-specific effort, different for Xilinx and Intel FPGAs. Compared to the baseline general-purpose central processing unit (CPU) implementation, the achieved speedups are 65X and 95X using the Xilinx UltraScale+ and Intel Arria FPGA platform respectively, when using a Double Data Rate (DDR) memory interface. The FPGA-based designs also achieved ~3X better performance compared to a similar technology node NVIDIA GeForce GTX 1070 GPU, while consuming ~4X less energy. The FPGA implementation speedup improves up to 173X over the CPU baseline when using the Xilinx UltraRAM (URAM) and High-Bandwidth Memory (HBM) resources, also achieving 6X lower latency and 12X lower energy consumption than the GPU implementation.",,10.1109/ACCESS.2022.3221124,"Channel models , Field programmable gate arrays , Computational modeling , 3GPP , Graphics processing units , Three-dimensional displays , Optimization , 5G mobile communication , Hardware acceleration "
270,Architectural Implementation of AES based 5G Security Protocol on FPGA,"U Rahim, MF Siddiqui, MA Javed, ...",2022 32nd International Telecommunication Networks and Applications Conference (ITNAC),2474-1531,,,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9998367/?casa_token=8ZrY7vtAT-sAAAAA:0JqkBqnvGRStpPedpLvuGP77QdVn_A7Gmub464XmJvNaNH0WutB2suX46OJps3Kfn_GqY94jsZaa0A,"Confidentiality and integrity security are the key challenges in future 5G networks. To encounter these challenges, various signature and key agreement protocols are being implemented in 5G systems to secure high-speed mobile-to-mobile communication. Many security ciphers such as SNOW 3G, Advanced Encryption Standard (AES), and ZUC are used for 5G security. Among these protocols, the AES algorithm has been shown to achieve higher hardware efficiency and throughput in the literature. In this paper, we implement the AES algorithm on Field Programmable Gate Array (FPGA) and real-time performance factors of the AES algorithm were exploited to best fit the needs and requirements of 5G. In addition, several modifications such as partial pipelining and deep pipelining (partial pipelining with sub-module pipelining) are implemented on Virtex 6 FPGA ML60S board to improve the throughput of the proposed design.",,10.1109/ITNAC55475.2022.9998367,"Protocols , 5G mobile communication , Snow , Simulation , Throughput , Real-time systems , Security "
271,Spark Distributed Real-Time Data and GPU Parallel Computing Based on 5G Virtual Reality,"Y Chang, D Chang, L Li, Z Qiao",IEEE Consumer Electronics Magazine,2162-2256,PP,99,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9735325/?casa_token=_A7YNDtptC8AAAAA:7kVA2Hgt8wnD-H3-u5oGVtmpXRixAK5Qr5cBeO4nPsiRypVM0awcsPnEgJBqq3vCrqLNwD4zmqEhoA,"5G virtual reality has attracted many manufacturers and users with its unique immersion, interactivity and imagination characteristics, which has become the focus of new markets. The purpose of this article is to use Spark distributed real-time data system and GPU parallel computing to quickly process and analyze data. This article mainly designs a general-purpose real-time data analysis and processing system based on Spark, which mainly includes new ETL and real-time processing engine modules, and is committed to achieving higher real-time performance than traditional Hadoop. And realize fast calculation. At the same time there is universality and stability. Includes real-time flow calculations. Fast batch processing and machine learning The various types of data computers are included in this article by preparing the cutting device and adjusting the cutting output. The device is ready to effectively terminate the CUDA environment. The cudamalloc function is used to allocate a linear space of bytes to the device, and then transfer the data from the host to the device to determine the number of GPU blocks and threads. GPU parallel computing can increase the data processing speed by 27%, while the secondary programming algorithm can reduce the optimization time of the cup by 12%.",,10.1109/MCE.2022.3159349,"Peer-to-peer computing , Real-time systems , Graphics processing units , Quadratic programming , Optimization , Sparks , Information entropy "
272,FPGA Implementation of FBMC Transceiver for 5G Technologies,VK Singh,2022 International Conference on Computer Communication and Informatics (ICCCI),2329-7190,,,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9741009/?casa_token=ZiBhr3PFQhwAAAAA:oFA0SHldKJGUFUc69-cVfkcqeChYumU1NEladwiMIJHltaWlaHPdZSKRsVWRTnQPAq8wX5u3a6CpiA,"Filter bank Multicarrier (FBMC) is a clever procedure developed from OFDM which settle the vast majority of these issues by adopting a separating strategy to multicarrier correspondence framework. FBMC signs can undoubtedly meet the Adjacent Channel Leakage Ratio (ACLR) and they don't utilize cyclic prefix in this manner works on unearthly effectiveness. Because of the incorporation of band-restricted heartbeat molding channels into the sign model in FBMC procedure, the plan of effective handset designs for multicarrier frameworks turns into a difficult errand. An efficient FBMC hardware architecture is designed and implementation is presented. It includes both transmitter and receiver. The design uses pipelined 8-point IFFT/FFT and polyphase filter (PP-F) for the processing at transmitter and receiver module respectively, which indicate that the processing block contain 8 inputs data. It also includes serial to parallel and parallel to serial converter module. Finally, comparative performance analysis of proposed FBMC system over OFDM systems is performed in terms of Signal-to-noise ratio (SNR), Bit error rate (BER), Latency and Throughput. The Results show that proposed FBMC transceiver is better in terms of performance, hardware complexity overhead and power consumption as compared to OFDM system.",,10.1109/ICCCI54379.2022.9741009,"Transmitters , OFDM , Bit error rate , Filter banks , Receivers , Throughput , Telephone sets "
273,A hardware/software co-design approach to prototype 6G mobile applications inside the GNU Radio SDR Ecosystem using FPGA hardware accelerators,"CM Karle, M Kreutzer, J Pfau, J Becker",International Symposium on …,,,,,2022,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3535044.3535049?casa_token=QDRG48sEFbMAAAAA:zTiVbgeFWI-7Fsjm2MR3GmP4vstZdINTYA8roS3AJqrVXc1sqpxd_matbNBC5RXS3reDrQJWLgmqgQ,"… Usage of the FPGA is restricted to these pre-synthesized modules, which communicate using custom FPGA routers on the FPGA. In this work, the FPGA also acts as a standalone …",,,
274,5G Security: FPGA Implementation of SNOW-V Stream Cipher,"L Pyrgas, P Kitsos",2021 24th Euromicro Conference on Digital System Design (DSD),,,,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9556387/?casa_token=h4ieSLaPI8QAAAAA:gsTCPY0GiDxe3Mo4LOJPCcxxuerthX7dMBrY4Y6fiMvIC0TUWI7F3sPqiU9FTOws47D5Xxe3xDo39A,"In this paper, a very compact architecture the newest member of the SNOW family of stream ciphers, called SNOW-V, is presented. The proposed architecture has a 128-bit datapath and is pipelined in key areas in order to achieve the maximum possible frequency while using only a small number of hardware resources. The design was coded using the VERILOG hardware description language and the BASYS3 board (Artix 7 XC7A35T) was the target of the hardware implementation. The proposed implementation utilizes only 2109 FPGA LUTs and 1352 FFs and reaches a data throughput of 2.6 Gbps at 224 MHz clock frequency.",,10.1109/DSD53832.2021.00064,"Ciphers , 5G mobile communication , Snow , Throughput , Hardware , Table lookup , Security "
